session_id,experiment_id,scenario_id,trial_id,event_id,condition_id,variant_id,variant_label,candidate_count,render_tick_count,candidate_arrival_p50_ms,candidate_arrival_p95_ms,candidate_processing_p50_ms,candidate_processing_p95_ms,observation_age_p50_ms,observation_age_p95_ms,smoothing_delay_p50_ms,smoothing_delay_p95_ms,visual_perception_hz,render_hz
20260717_204156_controller_right,exp1_system_characterization,continuous_translation,trial_001,event_006,exp1_system_characterization/continuous_translation,Capture-Hold,Capture-Hold,20,144,166.7928499991831,207.05957500249497,77.13735000044107,88.33572499845177,222.4612999962119,277.32795500160137,222.4612999962119,277.32795500160137,9.474265998715016,67.96639323263193
20260717_204156_controller_right,exp1_system_characterization,continuous_translation,trial_001,event_006,exp1_system_characterization/continuous_translation,EgoAnchor,EgoAnchor,20,144,166.68154999933904,206.9395349968545,77.13735000044107,88.33572499845177,222.4533499975223,277.32129500400333,286.5167409181595,303.88177186250687,9.474265998715016,67.96639323263193
20260717_204156_controller_right,exp1_system_characterization,continuous_translation,trial_001,event_006,exp1_system_characterization/continuous_translation,One-Euro Anchor,One-Euro Anchor,20,144,166.81989999779034,207.08782499896188,77.13735000044107,88.33572499845177,222.4620999986655,277.32885500117845,222.4620999986655,277.32885500117845,9.474265998715016,67.96639323263193
20260717_204156_controller_right,exp1_system_characterization,continuous_translation,trial_001,event_007,exp1_system_characterization/continuous_translation,Arrival-Hold,Arrival-Hold,22,161,166.32625000056578,222.57453999700374,77.10719999857247,83.85060999691487,49.16860000230372,98.46960000140825,49.16860000230372,98.46960000140825,9.531508648555668,69.21127693948168
20260717_204156_controller_right,exp1_system_characterization,continuous_translation,trial_001,event_007,exp1_system_characterization/continuous_translation,Capture-Hold,Capture-Hold,22,161,166.36130000188132,222.6108849976299,77.10719999857247,83.85060999691487,223.27999999833992,278.2459000009112,223.27999999833992,278.2459000009112,9.531508648555668,69.21127693948168
20260717_204156_controller_right,exp1_system_characterization,continuous_translation,trial_001,event_007,exp1_system_characterization/continuous_translation,EgoAnchor,EgoAnchor,22,161,166.22950000237324,222.4953999997524,77.10719999857247,83.85060999691487,223.27280000172323,278.2375999959186,288.4339690208435,305.5052161216736,9.531508648555668,69.21127693948168
20260717_204156_controller_right,exp1_system_characterization,continuous_translation,trial_001,event_007,exp1_system_characterization/continuous_translation,One-Euro Anchor,One-Euro Anchor,22,161,166.39375000522705,222.64315499705845,77.10719999857247,83.85060999691487,223.2808000044315,278.2465999989654,223.2808000044315,278.2465999989654,9.531508648555668,69.21127693948168
20260717_204156_controller_right,exp1_system_characterization,continuous_translation,trial_001,event_008,exp1_system_characterization/continuous_translation,Arrival-Hold,Arrival-Hold,18,130,166.6265999992902,196.71502000164762,75.94395000301301,84.06833000332114,48.995999997714534,98.39598999824375,48.995999997714534,98.39598999824375,9.502963694887663,70.06920175593645
20260717_204156_controller_right,exp1_system_characterization,continuous_translation,trial_001,event_008,exp1_system_characterization/continuous_translation,Capture-Hold,Capture-Hold,18,130,166.66034999798285,196.7703699971025,75.94395000301301,84.06833000332114,216.17734999745153,265.5642949983303,216.17734999745153,265.5642949983303,9.502963694887663,70.06920175593645
20260717_204156_controller_right,exp1_system_characterization,continuous_translation,trial_001,event_008,exp1_system_characterization/continuous_translation,EgoAnchor,EgoAnchor,18,130,166.5450000000419,196.60931499929572,75.94395000301301,84.06833000332114,216.16849999918486,265.55520499859995,275.06764233112335,284.5266342163086,9.502963694887663,70.06920175593645
20260717_204156_controller_right,exp1_system_characterization,continuous_translation,trial_001,event_008,exp1_system_characterization/continuous_translation,One-Euro Anchor,One-Euro Anchor,18,130,166.6905999991286,196.80293000055823,75.94395000301301,84.06833000332114,216.17804999550572,265.5661399970995,216.17804999550572,265.5661399970995,9.502963694887663,70.06920175593645
20260717_204156_controller_right,exp1_system_characterization,continuous_translation,trial_001,event_009,exp1_system_characterization/continuous_translation,Arrival-Hold,Arrival-Hold,15,106,166.8299000011757,181.67180999880657,74.4320000000298,84.59570000134408,49.94395000176155,97.42369999548828,49.94395000176155,97.42369999548828,9.587243815988232,66.84178790699607
